id,filename,class,nn1
2121,TRAIN_3276_a_131897826247881414L,a,train
2122,TRAIN_1732_f_131897802707927292L,f,train
2123,TRAIN_5629_a_131897862739096261L,a,train
2124,VALID_972_b_131897800975051384L,b,test
2125,TRAIN_391_p_131897782535422274L,p,train
2126,TRAIN_3028_f_131897830429403250L,f,train
2127,TRAIN_4076_b_131897838640360976L,b,train
2128,TEST_757_p_131897797969756336L,p,valid
2129,TRAIN_1682_f_131897811122387682L,f,train
2130,TRAIN_4332_f_131897849185822722L,f,train
2131,TRAIN_2060_a_131897807711301807L,a,train
2132,TRAIN_5623_p_131897867994621822L,p,train
2133,TRAIN_5868_b_131897871552749760L,b,train
2134,VALID_2072_a_131897807892857756L,a,test
2135,TRAIN_3319_a_131897834601192797L,a,train
2136,TEST_3350_b_131897835054807923L,b,valid
2137,TRAIN_3589_p_131897838441201598L,p,train
2138,TRAIN_2988_b_131897829856874436L,b,train
2139,TEST_2172_f_131897818040976592L,f,valid
2140,TEST_3731_f_131897833229865130L,f,valid
2141,TRAIN_2335_a_131897820456082163L,a,train
2142,VALID_1570_f_131897800254390140L,f,test
2143,TRAIN_121_b_131897778593135015L,b,train
2144,TRAIN_1900_b_131897805279238650L,b,train
2145,VALID_668_p_131897796768923419L,p,test
2146,VALID_2966_a_131897829531388010L,a,test
2147,VALID_1523_b_131897808863064568L,b,test
2148,VALID_4136_a_131897839590694700L,a,test
2149,VALID_176_b_131897779394181454L,b,test
2150,TRAIN_919_p_131897790386661401L,p,train
2151,VALID_2780_a_131897818724118422L,a,test
2152,TRAIN_5365_f_131897864300397214L,f,train
2153,TRAIN_3476_a_131897836804727298L,a,train
2154,TRAIN_1416_p_131897807285804612L,p,train
2155,TRAIN_517_b_131897784454547409L,b,train
2156,TRAIN_1300_a_131897796102371106L,a,train
2157,TRAIN_111_a_131897789242010966L,a,train
2158,TRAIN_4033_b_131897844849854104L,b,train
2159,TRAIN_3376_a_131897827735212397L,a,train
2160,TRAIN_697_b_131897797169409517L,b,train
2161,VALID_848_a_131897799239971686L,a,test
2162,VALID_2028_b_131897807245988975L,b,test
2163,TRAIN_3424_b_131897828475199779L,b,train
2164,VALID_2962_a_131897821445830813L,a,test
2165,TRAIN_982_p_131897791283403872L,p,train
2166,TEST_841_p_131897789244327417L,p,valid
2167,VALID_2387_f_131897812688814829L,f,test
2168,TRAIN_5107_b_131897854638550557L,b,train
2169,TRAIN_5833_f_131897871034754640L,f,train
2170,TRAIN_1906_f_131897805372464282L,f,train
2171,TRAIN_210_f_131897779874727664L,f,train
2172,TRAIN_318_f_131897781466048048L,f,train
2173,TRAIN_2878_b_131897820199887277L,b,train
2174,TRAIN_119_f_131897789351702371L,f,train
2175,TRAIN_1340_a_131897806204975600L,a,train
2176,TEST_3311_b_131897834484625616L,b,valid
2177,TRAIN_1425_a_131897807423934968L,a,train
2178,TRAIN_1409_a_131897797801090869L,a,train
2179,VALID_1290_p_131897795929215744L,p,test
2180,TRAIN_169_a_131897790016729530L,a,train
2181,TRAIN_2300_a_131897819948716995L,a,train
2182,TRAIN_4792_b_131897849782048683L,b,train
2183,TRAIN_5388_b_131897859028537274L,b,train
2184,VALID_1000_p_131897801359285605L,p,test
2185,TRAIN_3449_a_131897836427680371L,a,train
2186,VALID_4456_f_131897844558009513L,f,test
2187,TRAIN_1859_f_131897804660879674L,f,train
2188,TRAIN_1449_a_131897798415896303L,a,train
2189,VALID_3627_f_131897838999509388L,f,test
2190,VALID_3556_a_131897830538406995L,a,test
2191,VALID_3687_b_131897832544915426L,b,test
2192,TRAIN_1644_p_131897801400057682L,p,train
2193,VALID_1703_f_131897811431777835L,f,test
2194,TEST_1444_b_131897807712231360L,b,valid
2195,VALID_3847_p_131897842202239610L,p,test
2196,TRAIN_3421_p_131897828424812079L,p,train
2197,VALID_5445_a_131897859886127596L,a,test
2198,VALID_4169_a_131897840116851214L,a,test
2199,TRAIN_3167_b_131897824592918130L,b,train
2200,TRAIN_1522_p_131897799538961778L,p,train
2201,TRAIN_2242_b_131897810478987045L,b,train
2202,TRAIN_188_a_131897779558805778L,a,train
2203,TRAIN_2008_f_131897815706496307L,f,train
2204,TRAIN_2690_a_131897817290369501L,a,train
2205,VALID_2879_f_131897828274603164L,f,test
2206,TRAIN_243_a_131897790978662618L,a,train
2207,TRAIN_1507_a_131897808643053318L,a,train
2208,TRAIN_5152_a_131897855332916531L,a,train
2209,TRAIN_3610_b_131897831357390634L,b,train
2210,TRAIN_5276_p_131897863015650086L,p,train
2211,TRAIN_4866_p_131897850903700960L,p,train
2212,TRAIN_4509_p_131897845360852587L,p,train
2213,TRAIN_975_b_131897801011928272L,b,train
2214,TRAIN_1961_f_131897806246918943L,f,train
2215,VALID_4876_a_131897857076483024L,a,test
2216,TRAIN_1443_p_131897798329760068L,p,train
2217,TRAIN_2826_p_131897827499251609L,p,train
2218,TEST_1981_p_131897815332731274L,p,valid
2219,TRAIN_4638_a_131897853621020064L,a,train
2220,TRAIN_1856_f_131897813569215467L,f,train
2221,TRAIN_3722_p_131897833089016235L,p,train
2222,TRAIN_4610_p_131897846952422907L,p,train
2223,TRAIN_4923_b_131897857793700590L,b,train
2224,TRAIN_4957_f_131897858308098202L,f,train
2225,VALID_1954_b_131897806139296788L,b,test
2226,TEST_3820_b_131897841811752224L,b,valid
2227,VALID_1849_b_131897813474055279L,b,test
2228,VALID_378_b_131897792811717595L,b,test
2229,TRAIN_1894_p_131897805186377685L,p,train
2230,VALID_1489_a_131897799019310057L,a,test
2231,TRAIN_1508_a_131897808657584394L,a,train
2232,TRAIN_2421_b_131897813205600640L,b,train
2233,TRAIN_5238_b_131897862431091486L,b,train
2234,TRAIN_4826_a_131897850327743700L,a,train
2235,VALID_1716_f_131897802461987664L,f,test
2236,TRAIN_1103_b_131897793058044727L,b,train
2237,TRAIN_3285_b_131897834108670099L,b,train
2238,VALID_4621_b_131897853376634502L,b,test
2239,TRAIN_3182_f_131897824821980661L,f,train
2240,TRAIN_567_f_131897795389956048L,f,train
2241,VALID_3772_b_131897841133439439L,b,test
2242,VALID_3030_b_131897822492029239L,b,test
2243,VALID_3575_f_131897838222755596L,f,test
2244,TRAIN_1911_f_131897805452983037L,f,train
2245,TRAIN_3119_a_131897831730108587L,a,train
2246,VALID_5078_f_131897860067397854L,f,test
2247,TRAIN_300_a_131897781203578390L,a,train
2248,TRAIN_913_f_131897790296559197L,f,train
2249,TRAIN_2642_b_131897824886775528L,b,train
2250,TRAIN_2333_a_131897820431393438L,a,train
2251,TRAIN_5104_a_131897854596307089L,a,train
2252,TRAIN_3259_f_131897833752088358L,f,train
2253,VALID_5489_b_131897866114536804L,b,test
2254,TRAIN_3723_b_131897833104840039L,b,train
2255,TRAIN_1159_f_131897793891442055L,f,train
2256,TRAIN_4908_a_131897851547371519L,a,train
2257,TRAIN_66_b_131897777851527977L,b,train
2258,TRAIN_923_p_131897800276116050L,p,train
2259,TRAIN_5321_f_131897863667244129L,f,train
2260,TRAIN_5907_f_131897872094962372L,f,train
2261,TRAIN_1465_f_131897798651448347L,f,train
2262,VALID_4125_p_131897846165067580L,p,test
2263,VALID_2433_f_131897821883959652L,f,test
2264,VALID_4407_b_131897850280402810L,b,test
2265,TRAIN_2934_a_131897829064801325L,a,train
2266,TRAIN_4079_f_131897838690189195L,f,train
2267,TRAIN_1072_p_131897792616716066L,p,train
2268,VALID_5512_p_131897866429237807L,p,test
2269,TEST_5317_a_131897863610209932L,a,valid
2270,TRAIN_4290_a_131897848585327546L,a,train
2271,VALID_5096_b_131897860323969751L,b,test
2272,VALID_908_b_131897790229155823L,b,test
2273,TRAIN_5273_b_131897862972365666L,b,train
2274,TRAIN_5565_f_131897861759634162L,f,train
2275,TEST_1433_p_131897798169334818L,p,valid
2276,TRAIN_4773_p_131897849484945836L,p,train
2277,TRAIN_4913_b_131897851630002198L,b,train
2278,TRAIN_3012_f_131897822211822434L,f,train
2279,VALID_4723_b_131897854858888069L,b,test
2280,VALID_3145_f_131897832095908241L,f,test
2281,TRAIN_1508_b_131897799327640031L,b,train
2282,TRAIN_2412_p_131897813067139831L,p,train
2283,TRAIN_2483_a_131897814161092865L,a,train
2284,TRAIN_3797_a_131897834245496363L,a,train
2285,TRAIN_1804_f_131897812850901781L,f,train
2286,TRAIN_4601_f_131897846810008086L,f,train
2287,TRAIN_1349_a_131897806330136276L,a,train
2288,TRAIN_4032_a_131897837959260009L,a,train
2289,TRAIN_4399_f_131897850164616350L,f,train
2290,TRAIN_2868_a_131897828118657431L,a,train
2291,TRAIN_5426_f_131897859594349265L,f,train
2292,TRAIN_1391_p_131897797522525048L,p,train
2293,TRAIN_11_b_131897787959767204L,b,train
2294,TRAIN_3013_p_131897830213767401L,p,train
2295,TRAIN_143_a_131897789665621852L,a,train
2296,TEST_315_b_131897791954173725L,b,valid
2297,TRAIN_3193_b_131897824985855764L,b,train
2298,TEST_4064_b_131897838459676976L,b,valid
2299,TEST_1617_f_131897800992279006L,f,valid
2300,VALID_375_f_131897792775153126L,f,test
2301,TEST_119_a_131897778563297223L,a,valid
2302,VALID_4339_p_131897842746516053L,p,test
2303,VALID_5464_b_131897860174259082L,b,test
2304,VALID_3816_a_131897841759718015L,a,test
2305,TRAIN_1543_a_131897809160734334L,a,train
2306,TRAIN_5627_a_131897862710930704L,a,train
2307,TEST_1374_b_131897797253298722L,b,valid
2308,TEST_4448_b_131897844434209754L,b,valid
2309,TRAIN_3738_p_131897833337533902L,p,train
2310,TRAIN_573_a_131897795471679853L,a,train
2311,TRAIN_4132_f_131897846269917080L,f,train
2312,TRAIN_4916_f_131897851672713236L,f,train
2313,TRAIN_572_b_131897785280825630L,b,train
2314,TRAIN_2132_b_131897808799706299L,b,train
2315,TRAIN_4715_p_131897848600869915L,p,train
2316,TRAIN_1481_p_131897808249439877L,p,train
2317,TRAIN_2564_p_131897815383912586L,p,train
2318,TRAIN_2593_a_131897824160486947L,a,train
2319,VALID_2140_f_131897817566422593L,f,test
2320,TRAIN_4516_p_131897845475389816L,p,train
2321,TRAIN_2874_a_131897820134842634L,a,train
2322,VALID_1984_f_131897815370856686L,f,test
2323,TRAIN_2078_b_131897816694667467L,b,train
2324,TRAIN_1930_b_131897814620512347L,b,train
2325,VALID_5144_a_131897855207690250L,a,test
2326,TRAIN_3648_f_131897839307804189L,f,train
2327,TRAIN_1118_b_131897793286569856L,b,train
2328,TRAIN_5828_a_131897865777394016L,a,train
2329,TRAIN_1212_p_131897794670159925L,p,train
2330,TRAIN_5508_f_131897860883995803L,f,train
2331,VALID_2748_f_131897818202859261L,f,test
2332,TRAIN_467_f_131897783714122799L,f,train
2333,TRAIN_1030_f_131897801791336740L,f,train
2334,VALID_1041_f_131897801953377129L,f,test
2335,TRAIN_537_p_131897794980093870L,p,train
2336,TRAIN_3130_f_131897831890429539L,f,train
2337,VALID_625_p_131897796169050848L,p,test
2338,TRAIN_33_p_131897777400827658L,p,train
2339,TRAIN_4066_a_131897845329409651L,a,train
2340,TRAIN_590_a_131897785523598139L,a,train
2341,TRAIN_2948_f_131897821226183896L,f,train
2342,VALID_5848_a_131897871251796623L,a,test
2343,TRAIN_2321_f_131897811672816264L,f,train
2344,TRAIN_1460_b_131897807939114292L,b,train
2345,VALID_2202_p_131897809877335153L,p,test
2346,TRAIN_2196_f_131897809781275041L,f,train
2347,TRAIN_3628_f_131897839016541838L,f,train
2348,TRAIN_5904_b_131897866968942476L,b,train
2349,TRAIN_4995_f_131897852907856997L,f,train
2350,TRAIN_4815_p_131897856218946027L,p,train
2351,TRAIN_3531_p_131897837584290038L,p,train
2352,TRAIN_5952_a_131897872743273301L,a,train
2353,TRAIN_1545_a_131897809187767701L,a,train
2354,TRAIN_1977_a_131897815281479346L,a,train
2355,TRAIN_2321_p_131897820264200291L,p,train
2356,VALID_4184_b_131897840350847282L,b,test
2357,TRAIN_3290_f_131897834182110433L,f,train
2358,TRAIN_982_a_131897801107557529L,a,train
2359,TRAIN_3081_a_131897823291098776L,a,train
2360,TRAIN_283_p_131897791520091287L,p,train
2361,TRAIN_4701_a_131897854539656216L,a,train
2362,TRAIN_2236_f_131897810388187299L,f,train
2363,TRAIN_1_b_131897787840387689L,b,train
2364,TEST_4184_b_131897847036511802L,b,valid
2365,VALID_113_f_131897778482023573L,f,test
2366,TRAIN_3568_p_131897830719596501L,p,train
2367,TRAIN_827_p_131897789043218773L,p,train
2368,TRAIN_3254_b_131897825897350120L,b,train
2369,VALID_3654_a_131897832041863368L,a,test
2370,VALID_845_f_131897789301831729L,f,test
2371,TRAIN_4494_b_131897845128928760L,b,train
2372,TRAIN_893_f_131897789994336314L,f,train
2373,TRAIN_3178_f_131897832596401111L,f,train
2374,TRAIN_3401_p_131897835767964591L,p,train
2375,TRAIN_1116_b_131897793254771022L,b,train
2376,TRAIN_426_f_131897783075220262L,f,train
2377,TRAIN_3338_a_131897827161333977L,a,train
2378,TEST_654_b_131897796576101935L,b,valid
2379,TRAIN_560_f_131897785101041833L,f,train
2380,TRAIN_5713_a_131897869288583963L,a,train
2381,TEST_3130_f_131897824022889313L,f,valid
2382,TRAIN_595_a_131897785602028431L,a,train
2383,TRAIN_4288_f_131897848560483415L,f,train
2384,TEST_2123_b_131897817335006896L,b,valid
2385,VALID_1751_b_131897803000204071L,b,test
2386,TRAIN_1618_b_131897810231095734L,b,train
2387,TRAIN_324_b_131897781548093544L,b,train
2388,TRAIN_4020_p_131897837756868056L,p,train
2389,TRAIN_2134_b_131897808828567234L,b,train
2390,TRAIN_3744_f_131897840726999747L,f,train
2391,VALID_962_b_131897790996556731L,b,test
2392,TRAIN_3437_b_131897828674968915L,b,train
2393,VALID_652_p_131897786434182811L,p,test
2394,TRAIN_2663_f_131897816895239422L,f,train
2395,VALID_2669_a_131897816984173487L,a,test
2396,TRAIN_5546_p_131897866902853153L,p,train
2397,TRAIN_738_f_131897787711974347L,f,train
2398,VALID_5070_b_131897859948174033L,b,test
2399,TRAIN_3838_p_131897834897828811L,p,train
2400,TRAIN_5222_p_131897862180611851L,p,train
2401,VALID_3994_a_131897844289362164L,a,test
2402,VALID_5936_a_131897872513263886L,a,test
2403,TRAIN_3936_f_131897836438390381L,f,train
2404,TRAIN_422_b_131897793423149449L,b,train
2405,VALID_832_b_131897789118281749L,b,test
2406,TRAIN_3958_f_131897836780420124L,f,train
2407,TRAIN_5762_p_131897864750379647L,p,train
2408,TRAIN_1934_f_131897805813377942L,f,train
2409,TRAIN_818_a_131897788908300465L,a,train
2410,TRAIN_5341_p_131897858331189269L,p,train
2411,TRAIN_5911_f_131897867083446897L,f,train
2412,TRAIN_4732_f_131897854981861019L,f,train
2413,TRAIN_3758_b_131897833638842149L,b,train
2414,TEST_5240_f_131897862464686794L,f,valid
2415,TRAIN_428_b_131897793497214171L,b,train
2416,TRAIN_1484_b_131897808295848358L,b,train
2417,TRAIN_3313_a_131897834508844736L,a,train
2418,TRAIN_2661_p_131897816863601379L,p,train
2419,TRAIN_2642_p_131897816573243437L,p,train
2420,VALID_5572_a_131897867278184186L,a,test
2421,VALID_4268_b_131897841655289234L,b,test
2422,TRAIN_4457_p_131897844572819095L,p,train
2423,VALID_1496_b_131897799129380708L,b,test
2424,VALID_411_b_131897782849719427L,b,test
2425,VALID_5741_a_131897869709539538L,a,test
2426,TRAIN_3385_a_131897827886447832L,a,train
2427,TRAIN_3758_b_131897840927649056L,b,train
2428,TRAIN_446_f_131897793741133895L,f,train
2429,TEST_5197_b_131897856044182589L,b,valid
2430,TEST_2574_b_131897815537600081L,b,valid
2431,TEST_1334_b_131897796651858302L,b,valid
2432,TRAIN_2560_b_131897823694525103L,b,train
2433,TRAIN_4760_b_131897855398440174L,b,train
2434,TRAIN_2847_a_131897819724659659L,a,train
2435,VALID_4255_b_131897841445934140L,b,test
2436,TRAIN_1760_a_131897803139126235L,a,train
2437,VALID_5648_a_131897868356042665L,a,test
2438,VALID_3212_p_131897825277431423L,p,test
2439,TRAIN_3355_f_131897827415501241L,f,train
2440,TRAIN_1741_f_131897802850543402L,f,train
2441,VALID_1335_f_131897806130909122L,f,test
2442,TRAIN_4907_p_131897857545096367L,p,train
2443,TRAIN_5673_p_131897863386845098L,p,train
2444,TEST_3107_p_131897823684661042L,p,valid
2445,TRAIN_2768_p_131897826684212536L,p,train
2446,TRAIN_854_a_131897789431262525L,a,train
2447,VALID_3350_b_131897827340287510L,b,test
2448,TEST_4545_b_131897852287991339L,b,valid
2449,TRAIN_3826_a_131897834696927783L,a,train
2450,VALID_1257_b_131897795379811729L,b,test
2451,TRAIN_4648_p_131897853765088122L,p,train
2452,TRAIN_3679_b_131897839776419696L,b,train
2453,TRAIN_4884_a_131897857193519621L,a,train
2454,TRAIN_3965_p_131897843880126158L,p,train
2455,TRAIN_1124_f_131897803136242938L,f,train
2456,VALID_3875_p_131897842596475420L,p,test
2457,TRAIN_3634_b_131897839102013618L,b,train
2458,TRAIN_5959_p_131897867834684099L,p,train
2459,VALID_3885_p_131897835653097054L,p,test
2460,TRAIN_1464_a_131897807994585938L,a,train
2461,TRAIN_3316_b_131897826834094486L,b,train
2462,TEST_4504_f_131897845282184935L,f,valid
2463,TEST_1786_b_131897803534566760L,b,valid
2464,VALID_5758_p_131897864689666361L,p,test
2465,TRAIN_1579_f_131897800395640647L,f,train
2466,TRAIN_5121_a_131897860686484537L,a,train
2467,TRAIN_4037_p_131897844909388396L,p,train
2468,TRAIN_4247_a_131897841324238309L,a,train
2469,TRAIN_5936_b_131897867469377283L,b,train
2470,TRAIN_5279_b_131897857343483491L,b,train
2471,TRAIN_4091_p_131897838872740503L,p,train
2472,TRAIN_867_a_131897799507172811L,a,train
2473,TRAIN_1671_a_131897801809170256L,a,train
2474,TRAIN_4731_b_131897854970298166L,b,train
2475,TRAIN_3030_b_131897830458466880L,b,train
2476,TRAIN_4276_f_131897841776452571L,f,train
2477,TRAIN_3939_b_131897836489053494L,b,train
2478,TRAIN_2280_b_131897811050583195L,b,train
2479,TEST_1332_f_131897806088875524L,f,valid
2480,TRAIN_2788_f_131897818846789475L,f,train
2481,TRAIN_3590_p_131897838458389990L,p,train
2482,VALID_1125_b_131897803148430732L,b,test
2483,TRAIN_5010_a_131897859082351784L,a,train
2484,TRAIN_2339_a_131897811947594148L,a,train
2485,TRAIN_3050_p_131897830747544391L,p,train
2486,TRAIN_99_b_131897778282752503L,b,train
2487,VALID_3848_p_131897842216459232L,p,test
2488,TRAIN_266_f_131897780701936863L,f,train
2489,VALID_2972_p_131897821591283210L,p,test
2490,TRAIN_1281_b_131897795786670372L,b,train
2491,TRAIN_4141_p_131897846406799796L,p,train
2492,VALID_4473_a_131897851227164688L,a,test
2493,TRAIN_5830_p_131897865812525489L,p,train
2494,TRAIN_5602_p_131897862321966010L,p,train
2495,TEST_453_f_131897793835044715L,f,valid
2496,TRAIN_1645_f_131897810608455889L,f,train
2497,TEST_3143_a_131897824224074813L,a,valid
2498,TRAIN_4026_b_131897837862858652L,b,train
2499,TRAIN_5323_b_131897858048309769L,b,train
2500,TRAIN_2902_a_131897820554557174L,a,train
2501,TRAIN_3944_b_131897843589643937L,b,train
2502,TRAIN_5809_b_131897865489057360L,b,train
2503,TRAIN_1679_p_131897811081916480L,p,train
2504,TRAIN_1834_b_131897804267399952L,b,train
2505,VALID_1900_p_131897814197056164L,p,test
2506,TRAIN_5260_p_131897862759076068L,p,train
2507,TRAIN_1467_b_131897808046462870L,b,train
2508,TRAIN_2730_f_131897817906868121L,f,train
2509,TRAIN_5687_b_131897868902940075L,b,train
2510,TRAIN_2921_b_131897828859477431L,b,train
2511,TEST_5165_f_131897861312135345L,f,valid
2512,TRAIN_2830_p_131897827559098298L,p,train
2513,VALID_696_b_131897797158471764L,b,test
2514,TRAIN_4256_p_131897841461153077L,p,train
2515,TRAIN_1099_a_131897802769351427L,a,train
2516,TRAIN_65_p_131897777840252091L,p,train
2517,TRAIN_3670_a_131897832279930234L,a,train
2518,TRAIN_3858_f_131897842358339539L,f,train
2519,VALID_156_a_131897779098446232L,a,test
2520,TRAIN_4513_f_131897851818594623L,f,train
2521,TRAIN_928_a_131897790521284274L,a,train
2522,TRAIN_4357_p_131897849551931756L,p,train
2523,TRAIN_5585_p_131897867456627545L,p,train
2524,TRAIN_2001_b_131897806847572894L,b,train
2525,TRAIN_4953_a_131897858250595278L,a,train
2526,TRAIN_1499_b_131897799184776068L,b,train
2527,TEST_801_a_131897798597912081L,a,valid
2528,TRAIN_3753_f_131897840853115718L,f,train
2529,TRAIN_749_a_131897787875448292L,a,train
2530,TRAIN_4765_f_131897849360088652L,f,train
2531,TRAIN_3718_f_131897833018574826L,f,train
2532,TRAIN_5242_f_131897856760744731L,f,train
2533,TRAIN_1684_p_131897801994216589L,p,train
2534,TRAIN_2672_b_131897817024650531L,b,train
2535,VALID_2490_p_131897822688216551L,p,test
